square,total_internet_activity,observed_intervals,coverage
6185,298097.96122704376,8784,1.0
2353,298011.6979571682,8784,1.0
2851,297958.454648701,8784,1.0
349,297875.00626925443,8784,1.0
5123,297864.06131536054,8784,1.0
2865,297837.40498849005,8784,1.0
7236,297688.19929613644,8784,1.0
5139,297644.3146344283,8784,1.0
2717,297550.9735498783,8784,1.0
7405,297463.3163475496,8784,1.0
9797,297114.2596756607,8784,1.0
946,297085.88246807444,8784,1.0
8605,296990.7472262643,8784,1.0
9237,296422.9638278834,8784,1.0
4272,296347.6934005023,8784,1.0
4283,296156.2985998206,8784,1.0
9897,296118.00166004366,8784,1.0
9898,296118.00166004366,8784,1.0
8333,296092.28296334157,8784,1.0
9820,296074.1806960091,8784,1.0
5898,296026.73871269514,8784,1.0
7712,295719.4286564103,8784,1.0
8867,295627.5585069492,8784,1.0
249,295604.06167146505,8784,1.0
9236,295377.864166555,8784,1.0
9239,295316.729373746,8784,1.0
9337,295279.1925547027,8784,1.0
9896,295228.83331947104,8784,1.0
7386,295151.8414554807,8784,1.0
9336,295150.57660493604,8784,1.0
2752,295139.3680197393,8784,1.0
1500,295091.24100143014,8784,1.0
8784,295032.1362810267,8784,1.0
1499,295014.19975060737,8784,1.0
9338,295009.9521746703,8784,1.0
4824,294965.2836130345,8784,1.0
8147,294917.7919696388,8784,1.0
350,294812.27103009284,8784,1.0
7679,294752.51357013104,8784,1.0
4372,294647.61848116235,8784,1.0
8096,294404.8710676831,8784,1.0
756,294382.01788235444,8784,1.0
1169,294232.25056772766,8784,1.0
6939,294229.6015683997,8784,1.0
7380,294225.24923916603,8784,1.0
864,294041.92315380543,8784,1.0
4836,293946.36749727913,8784,1.0
5177,293913.40449112625,8784,1.0
8324,293791.18700493785,8784,1.0
7704,293647.9070837471,8784,1.0
9023,293646.16937872313,8784,1.0
9424,293603.7090490151,8784,1.0
1063,293430.54266458214,8784,1.0
6287,293427.3701362179,8784,1.0
858,293408.2067338047,8784,1.0
8727,293132.05746371933,8784,1.0
8922,292978.7275917391,8784,1.0
748,292945.07563971553,8784,1.0
2447,292934.06881332566,8784,1.0
9235,292918.2442718782,8784,1.0
1265,292860.83975371474,8784,1.0
4432,292857.8149754879,8784,1.0
9865,292646.6583918973,8784,1.0
8706,292523.3599270565,8784,1.0
8823,292503.9180678351,8784,1.0
8815,292424.7907257834,8784,1.0
1400,292421.59088042483,8784,1.0
1892,292395.88710684096,8784,1.0
747,292261.7791579018,8784,1.0
8923,292247.92475530965,8784,1.0
8924,292247.92475530965,8784,1.0
9024,292247.92475530965,8784,1.0
7685,291871.56007668196,8784,1.0
8915,291860.4110193607,8784,1.0
8916,291860.4110193607,8784,1.0
8917,291860.4110193607,8784,1.0
6186,291829.80770353606,8784,1.0
8297,291793.6710958366,8784,1.0
8623,291757.3681222988,8784,1.0
4024,291679.80150433886,8784,1.0
4025,291679.80150433886,8784,1.0
4026,291679.80150433886,8784,1.0
4125,291679.80150433886,8784,1.0
9016,291672.2149783676,8784,1.0
7844,291477.21432076365,8784,1.0
6984,291421.7606601813,8784,1.0
7897,291337.7429909797,8784,1.0
7477,291310.14048187743,8784,1.0
3786,291164.02602301806,8784,1.0
1851,291158.04048743774,8784,1.0
8604,291124.6938321204,8784,1.0
1166,291116.4241503174,8784,1.0
6187,291088.70227140834,8784,1.0
9101,291040.84889048996,8784,1.0
7700,290894.683712924,8784,1.0
5023,290690.8849155472,8784,1.0
8797,290590.4344243427,8784,1.0
2642,290516.31138447503,8784,1.0
8496,290489.2157472684,8784,1.0
8220,290488.2957156708,8784,1.0
3622,290435.525204965,8784,1.0
4923,290396.2395582392,8784,1.0
9438,290247.7924049715,8784,1.0
4572,290235.0432766555,4662,0.5307377049180327
4520,290147.3397337134,8784,1.0
7581,290144.9183275865,8784,1.0
4124,290096.0322198936,8784,1.0
8436,290082.059985874,8784,1.0
2917,289950.8087177683,8784,1.0
9428,289888.0768705551,8784,1.0
5523,289704.71491598483,8784,1.0
6706,289677.7382297533,8784,1.0
8229,289511.92103123496,8784,1.0
9217,289454.48484045285,8784,1.0
8319,289438.05177748477,8784,1.0
9549,289327.757255613,8783,0.9998861566484517
9448,289303.3940779321,8783,0.9998861566484517
9339,289272.3536422026,8784,1.0
3029,289269.15425964876,8784,1.0
6683,289245.00284974335,8784,1.0
548,289241.4219285055,8784,1.0
9449,289208.1986700911,8783,0.9998861566484517
7087,289188.8482505545,8784,1.0
5333,289053.24345340265,8784,1.0
7634,288984.8031810744,8784,1.0
449,288983.14053976873,8784,1.0
9548,288944.2211720288,8783,0.9998861566484517
9942,288919.1992816998,8784,1.0
4924,288845.78624491906,8784,1.0
5024,288845.78624491906,8784,1.0
7799,288775.4267170505,8784,1.0
5996,288764.3341025844,8784,1.0
1365,288731.3812483826,8784,1.0
7818,288686.5702600832,8784,1.0
1841,288670.5378524443,8784,1.0
2817,288655.33429682057,8784,1.0
5681,288620.5139173345,8784,1.0
5782,288620.5139173345,8784,1.0
8824,288467.1077425622,8784,1.0
4319,288306.1407267914,8784,1.0
9566,288290.16175178945,8784,1.0
7282,288023.10672948393,8784,1.0
2448,287963.7264376218,8784,1.0
9447,287900.21762573463,8784,1.0
9348,287722.48901094653,8782,0.9997723132969034
9349,287722.4045437237,8782,0.9997723132969034
8715,287544.8699821326,8784,1.0
9327,287414.71548940334,8784,1.0
547,287056.52439889975,8784,1.0
1167,287020.8345770966,8784,1.0
1168,287020.8345770966,8784,1.0
1267,287020.8345770966,8784,1.0
1268,287020.8345770966,8784,1.0
1269,287020.8345770966,8784,1.0
1367,287020.8345770966,8784,1.0
1368,287020.8345770966,8784,1.0
1369,287020.8345770966,8784,1.0
5427,286994.99796615756,8784,1.0
8783,286971.63489017513,8784,1.0
1469,286968.95112193347,8784,1.0
1470,286968.95112193347,8784,1.0
1467,286968.9511219334,8784,1.0
1468,286968.9511219334,8784,1.0
1466,286968.27865258267,8784,1.0
1068,286898.17409169086,8784,1.0
7482,286847.3270344074,8784,1.0
9340,286798.00720486423,8784,1.0
8626,286763.4072977711,8784,1.0
348,286685.76856580353,8784,1.0
6707,286662.55409875856,8784,1.0
3886,286657.93862099777,8784,1.0
9794,286604.91132119304,8784,1.0
8447,286587.7055886885,8784,1.0
7576,286567.8706893962,8784,1.0
3785,286560.8797582004,8784,1.0
6987,286522.0830365513,8784,1.0
4671,286480.544681493,4638,0.5280054644808743
6639,286457.6755070117,8784,1.0
8236,286404.8880183695,8784,1.0
6638,286387.3142677759,8784,1.0
846,286117.2778765075,8784,1.0
9247,285987.12599013624,8782,0.9997723132969034
8878,285834.19431794714,8784,1.0
8625,285750.24286679935,8784,1.0
6738,285712.7847665535,8784,1.0
4934,285710.86644782405,8784,1.0
2481,285677.47724947816,8784,1.0
4371,285643.6596353059,8784,1.0
8716,285638.71701014164,8784,1.0
5682,285586.5837846846,8784,1.0
8717,285543.8286133706,8784,1.0
1266,285324.86399506085,8784,1.0
648,285176.4063162072,8784,1.0
7997,285110.0999833652,8784,1.0
2565,285108.5227372672,8784,1.0
3694,285092.85229829216,8784,1.0
3016,284978.61798919033,8784,1.0
1983,284955.1349425864,8784,1.0
7903,284855.3729123977,8784,1.0
2916,284791.60271494254,8784,1.0
3588,284738.800675732,8784,1.0
4736,284726.839294812,8784,1.0
2084,284654.200668567,8784,1.0
7182,284480.8086248833,8784,1.0
8549,284458.15187085915,8784,1.0
9578,284446.01258862606,8784,1.0
5783,284344.65848012205,8784,1.0
3430,284267.45693206985,8784,1.0
1786,284153.48420567263,8784,1.0
5122,284114.73657186935,8784,1.0
8866,283862.8854129489,8784,1.0
6181,283844.5226848794,8784,1.0
5582,283642.9275380382,8784,1.0
5683,283640.4590604087,8784,1.0
7310,283545.6440769568,8784,1.0
8484,283532.99155215634,8784,1.0
8200,283526.90786419454,8784,1.0
5793,283440.00948523666,8784,1.0
8546,283146.0517453977,8784,1.0
5022,282882.8041594124,8784,1.0
3689,282804.51358362,8784,1.0
2869,282704.5914101476,8784,1.0
9437,282644.3276093164,8784,1.0
6481,282577.0935987225,8784,1.0
6381,282513.1874020813,8784,1.0
8927,282498.7045992644,8784,1.0
5329,282448.3353861278,8784,1.0
8100,282241.1410135925,8784,1.0
5997,282167.9088627079,8784,1.0
1465,282113.40942191106,8784,1.0
7945,281954.9923503952,8784,1.0
4335,281884.48311097635,8784,1.0
9720,281793.399106475,8784,1.0
7845,281790.6086254349,8784,1.0
5795,281778.49529945804,8784,1.0
5796,281778.49529945804,8784,1.0
5895,281778.49529945804,8784,1.0
5896,281778.49529945804,8784,1.0
5897,281778.49529945804,8784,1.0
9766,281764.22139067773,8784,1.0
9230,281752.2108415038,8784,1.0
4636,281741.2050944739,8784,1.0
5221,281666.6631138817,8784,1.0
3264,281658.01256503246,8784,1.0
8965,281497.69656788587,8784,1.0
7605,281436.5081937254,8784,1.0
758,281362.7413013808,8784,1.0
3642,281161.65454926615,8784,1.0
4338,281065.03647344076,8784,1.0
9006,280994.0264354604,8784,1.0
2187,280810.1852155396,8784,1.0
7304,280794.5457172613,8784,1.0
9246,280786.8898608107,8784,1.0
3151,280782.93895063916,8784,1.0
3420,280526.8782217224,8784,1.0
2081,280509.1138806658,8784,1.0
7944,280498.3733685482,8784,1.0
8534,280473.30132298154,8784,1.0
4536,280437.6323713019,8784,1.0
8901,280354.661816995,8784,1.0
1370,279978.97188208,8784,1.0
5428,279655.39165763767,8784,1.0
8265,279630.94495414,8784,1.0
9480,279561.6000326964,8784,1.0
7347,279557.08498691523,8784,1.0
5019,279432.58413106966,8784,1.0
5082,279413.5898198649,8784,1.0
8300,279358.69989711995,8784,1.0
2453,279265.79204953794,8784,1.0
2083,279031.00156397664,8784,1.0
8723,278961.2081082593,8784,1.0
8424,278936.3668390979,8784,1.0
3023,278932.5386158266,8784,1.0
6998,278896.2220657811,8784,1.0
4888,278766.9936045344,8784,1.0
8264,278672.77690910903,8784,1.0
7811,278539.8722553594,8784,1.0
8608,278396.36747754813,8784,1.0
9893,278325.1680031155,8784,1.0
6184,278316.17125727225,8784,1.0
8984,278228.03845298156,8784,1.0
8298,278052.7808881173,8784,1.0
4938,277958.73838605115,8784,1.0
7183,277883.694481622,8784,1.0
7503,277717.80437782296,8784,1.0
7504,277717.80437782296,8784,1.0
7901,277642.9485511428,8784,1.0
2256,277594.5304212944,8784,1.0
9129,277549.90485228493,8784,1.0
7859,277464.38636959245,8784,1.0
1366,277364.02284255397,8784,1.0
9084,277360.7559918577,8784,1.0
8017,277041.59132232564,8784,1.0
9015,276861.0932988921,8784,1.0
3540,276852.8647766348,8784,1.0
5322,276772.9422315306,8784,1.0
4982,276713.3436967417,8784,1.0
1758,276608.19026867807,8784,1.0
7699,276582.79702709004,8784,1.0
9248,276521.30702877406,8782,0.9997723132969034
7404,276294.23640601506,8784,1.0
4937,276285.1622712005,8784,1.0
9864,276208.37007746997,8784,1.0
7151,276181.904230374,8784,1.0
6280,276091.9182787346,8784,1.0
4936,275852.1450764122,8784,1.0
1687,275800.1544541524,8784,1.0
6042,275687.0413931556,8784,1.0
4332,275598.0439987733,8784,1.0
3168,275436.54205918853,8784,1.0
9440,275369.50595959165,8784,1.0
651,275137.7951189862,8784,1.0
7302,274934.7091190033,8784,1.0
7610,274880.50107334397,8784,1.0
8724,274812.69708780467,8784,1.0
7996,274741.1946092542,8784,1.0
4039,274671.21140399727,8784,1.0
7948,274559.61011975026,8784,1.0
8481,274553.6851509368,8784,1.0
3391,274494.6477728744,8784,1.0
3392,274494.6477728744,8784,1.0
6739,274459.5280660507,8784,1.0
6888,273975.9727841131,8784,1.0
2751,273951.2868255427,8784,1.0
8303,273909.5403785748,8784,1.0
9565,273898.7851278256,8784,1.0
9547,273561.48800755333,8784,1.0
7505,273533.79141153337,8784,1.0
2769,273297.1308454734,8784,1.0
3268,273276.35280475696,8784,1.0
9326,273276.2043246045,8784,1.0
4833,273125.32384749857,8784,1.0
7403,273023.37228678074,8784,1.0
5222,273005.5299762027,8784,1.0
3265,272836.3508262229,8784,1.0
6433,272702.28308853495,8784,1.0
9423,272649.505184284,8784,1.0
7506,272543.0839125838,8784,1.0
5190,272539.9258071255,8784,1.0
5135,272522.1317007955,8784,1.0
7414,272478.4071346052,8784,1.0
9564,272363.72399664455,8784,1.0
9664,272363.72399664455,8784,1.0
9665,272363.72399664455,8784,1.0
9666,272363.72399664455,8784,1.0
9764,272363.72399664455,8784,1.0
3742,272297.1861488411,8784,1.0
7188,272265.9989398036,8784,1.0
9765,272135.24933802924,8784,1.0
9029,272043.3982048614,8784,1.0
9201,272003.439327847,8784,1.0
9202,272003.439327847,8784,1.0
9301,272003.439327847,8784,1.0
9302,272003.439327847,8784,1.0
1992,271968.80203017336,8784,1.0
7759,271965.4641358364,8784,1.0
2700,271636.5762538648,8784,1.0
9401,271608.08937856613,8784,1.0
6640,271584.5964269806,8784,1.0
4875,271496.23102420976,8430,0.9596994535519126
8060,271483.02394361503,8784,1.0
3150,271455.4034422222,8784,1.0
4819,271403.26284546254,8784,1.0
5118,271392.46163275925,8784,1.0
7833,271354.9480638637,8784,1.0
2599,271296.94937934907,8784,1.0
5189,271282.62481157284,8784,1.0
2795,271073.1520621545,8784,1.0
4772,271028.2054690952,5151,0.5864071038251366
7296,271008.8483582073,8784,1.0
3789,270993.0523817099,8784,1.0
5330,270988.8397768039,8784,1.0
4232,270985.5290270508,8784,1.0
4735,270933.584150857,8784,1.0
9863,270832.7044384857,8784,1.0
2699,270820.05329230794,8784,1.0
768,270800.5685316697,8784,1.0
7516,270764.7663926304,8784,1.0
2698,270028.45892263396,8784,1.0
4733,269956.8844828223,8784,1.0
7796,269956.863863795,8784,1.0
9303,269929.1425516248,8784,1.0
1439,269835.6695940368,8784,1.0
2697,269787.410559076,8784,1.0
5035,269690.1838628191,8784,1.0
9204,269656.6872396965,8784,1.0
2192,269647.14744517475,8784,1.0
2193,269647.14744517475,8784,1.0
2598,269647.14744517475,8784,1.0
2093,269634.3083322051,8784,1.0
2092,269496.29930961714,8784,1.0
6383,269402.9256865441,8784,1.0
5693,269397.1935917706,8784,1.0
4835,269387.11780187144,8784,1.0
3370,269381.92028270237,8784,1.0
8219,269320.39113022183,8784,1.0
1993,269281.015457805,8784,1.0
3279,269265.2351852063,8784,1.0
2597,269215.0100736832,8784,1.0
6094,269057.4505650947,8784,1.0
2692,268973.0251802891,8784,1.0
9446,268867.1737108079,8784,1.0
6040,268835.34308012994,8784,1.0
9995,268826.3791543798,8784,1.0
8649,268716.7477943324,8784,1.0
9330,268337.7723065938,8784,1.0
5018,268336.7199858061,8784,1.0
5119,268336.7199858061,8784,1.0
8433,268085.9615550195,8784,1.0
7902,267854.04104506463,8784,1.0
5121,267752.0630296163,8784,1.0
7419,267651.7644678517,8784,1.0
9346,267512.0434595141,8784,1.0
3574,267456.6900784396,8784,1.0
8596,267306.43527567794,8784,1.0
7726,267255.96478243824,8784,1.0
3941,267248.1094583096,8784,1.0
1650,267146.4914198003,8784,1.0
8059,267111.0185877404,8784,1.0
3164,267032.9287171775,8784,1.0
6534,267006.82577331545,8784,1.0
2336,266950.52822523663,8784,1.0
3229,266838.8679491795,8784,1.0
6598,266786.2536701914,8784,1.0
6544,266763.93744028755,8784,1.0
3883,266735.87076014274,8784,1.0
7148,266684.4033617538,8784,1.0
8828,266651.3252928808,8784,1.0
5583,266581.8996330846,8784,1.0
7711,266559.1393359434,8784,1.0
9542,266522.4393674387,8784,1.0
7435,266379.2737755672,8784,1.0
845,266249.7570490111,8784,1.0
7600,266157.77038484986,8784,1.0
7760,266133.2826254674,8784,1.0
7295,266053.0144632622,8784,1.0
2293,265965.940512735,8784,1.0
3739,265952.6216592345,8784,1.0
7303,265941.5258407083,8784,1.0
2493,265913.4366890424,8784,1.0
7402,265616.03033101326,8784,1.0
7964,265550.67507431505,8784,1.0
7102,265513.4991302409,8784,1.0
2892,265507.25041293853,8784,1.0
5120,265423.22331071156,8784,1.0
6844,265049.5216862713,8784,1.0
8633,265046.32683764264,8784,1.0
4834,265036.57045699307,8784,1.0
5685,264946.9963457101,8784,1.0
3263,264920.14131743705,8784,1.0
8603,264785.9334872287,8784,1.0
3165,264784.06229082245,8784,1.0
5684,264678.30423496896,8784,1.0
9027,264566.7236954713,8784,1.0
2592,264474.9625899567,8784,1.0
9679,264455.29576145124,8784,1.0
8435,264331.079060134,8784,1.0
2728,264283.58216391876,8784,1.0
3317,264231.8098604206,8784,1.0
1599,263952.1853030056,8784,1.0
6828,263839.29859361873,8784,1.0
1750,263542.12204445887,8784,1.0
9895,263534.7276910815,8784,1.0
9127,263516.3691955909,8784,1.0
3266,263388.3174701142,8784,1.0
9520,263359.95854626707,8784,1.0
8705,263112.47848971677,8784,1.0
4431,262972.76981946145,8784,1.0
3586,262934.68547404173,8784,1.0
5784,262786.61659535667,8784,1.0
3015,262765.7161299012,8784,1.0
4531,262744.3451354949,8784,1.0
2643,262681.2571370577,8784,1.0
7659,262535.0938743162,8784,1.0
7082,262494.9846717093,8784,1.0
3028,262478.48524264636,8784,1.0
5340,262418.2374962235,4384,0.4990892531876138
4535,262359.7772178649,8784,1.0
7680,262359.3638962677,8784,1.0
3544,262158.7185404018,8784,1.0
9134,262013.1406186243,8784,1.0
2544,261948.16158297195,8784,1.0
8744,261818.53944060518,8784,1.0
2980,261796.32278611977,8784,1.0
4483,261782.38737583128,8784,1.0
4532,261758.0197453475,8784,1.0
8632,261720.95760250016,8784,1.0
6482,261619.08610247873,8784,1.0
9402,261507.09416862193,8784,1.0
8533,261416.68160470843,8784,1.0
646,261405.66348761576,8784,1.0
9317,261223.4499593051,8784,1.0
8532,261174.22832503592,8784,1.0
8801,261111.4681298665,8784,1.0
5787,261104.78132913986,8784,1.0
5686,261014.94190885665,8784,1.0
7880,260953.51708581764,8784,1.0
2992,260923.57095612105,8784,1.0
2445,260896.78891638163,8784,1.0
2446,260896.78891638163,8784,1.0
2545,260896.78891638163,8784,1.0
2546,260896.78891638163,8784,1.0
2644,260896.78891638163,8784,1.0
2645,260896.78891638163,8784,1.0
2646,260896.78891638163,8784,1.0
2745,260896.78891638163,8784,1.0
9403,260820.67120355385,8784,1.0
6388,260608.79754438507,8784,1.0
8683,260584.30047998537,8784,1.0
5788,260581.5730383467,8784,1.0
3329,260368.73054028105,8784,1.0
7298,260322.7845405682,8784,1.0
3250,260318.1651006285,8784,1.0
9203,260289.76691774064,8784,1.0
7376,260280.43495951392,8784,1.0
8979,260277.8821127868,8784,1.0
8048,260038.83533276513,8784,1.0
4935,260037.80674420547,8784,1.0
3938,259937.33327873505,8784,1.0
2534,259918.49501509243,8784,1.0
9894,259809.31647917413,8784,1.0
3723,259798.10200433835,8784,1.0
4539,259737.16982830872,8784,1.0
7023,259725.94714742154,8784,1.0
6781,259600.35147235563,8784,1.0
649,259598.74554679275,8784,1.0
7348,259534.80595343543,8784,1.0
1355,259519.87896564283,8784,1.0
2635,259497.58578527137,8784,1.0
1566,259368.16028740266,8784,1.0
4427,259208.5223857552,8784,1.0
3887,259118.86768947283,8784,1.0
1686,258980.6165283908,8784,1.0
251,258974.3142066953,8784,1.0
3787,258940.87834250904,8784,1.0
5785,258920.25710282713,8784,1.0
5786,258854.19596454233,8784,1.0
1598,258844.20966705453,8784,1.0
2979,258833.39587479798,8784,1.0
6790,258566.22254182445,8784,1.0
2891,258540.5434974336,8784,1.0
5885,258530.24260496825,8784,1.0
2693,258459.6262492649,8784,1.0
1985,258455.86774448788,8784,1.0
2668,258293.91681166732,8784,1.0
4635,258260.42293881692,8784,1.0
8064,258232.0023806533,8784,1.0
7251,258181.9380477678,8784,1.0
2494,258159.97277522713,8784,1.0
761,258145.3863554081,8784,1.0
8699,258037.1900096765,8784,1.0
9116,257982.78213877065,8784,1.0
9524,257977.43233639377,8784,1.0
9525,257977.43233639377,8784,1.0
9526,257977.43233639377,8784,1.0
9527,257977.43233639377,8784,1.0
9626,257977.43233639377,8784,1.0
9627,257977.43233639377,8784,1.0
9726,257977.43233639377,8784,1.0
9727,257976.4432854908,8784,1.0
9825,257970.12345609657,8784,1.0
9523,257960.4555190393,8784,1.0
9625,257960.12680678052,8784,1.0
9624,257931.42644864728,8784,1.0
9826,257925.40192207834,8784,1.0
5694,257923.12553230647,8784,1.0
4885,257914.7719219778,8784,1.0
9725,257891.78724819416,8784,1.0
9724,257824.20604878277,8784,1.0
6101,257784.38194975,8784,1.0
6001,257765.57984950457,8784,1.0
9623,257732.42239296008,8784,1.0
5519,257711.50945062313,8784,1.0
7248,257698.5479225001,8784,1.0
3167,257640.0620056009,8784,1.0
5236,257639.96702469015,8784,1.0
4537,257584.24482764347,8784,1.0
8714,257521.56096966116,8784,1.0
2535,257497.32144654653,8784,1.0
4331,257472.70317517998,8784,1.0
6201,257444.88104210322,8784,1.0
3697,257413.5253769064,8784,1.0
2041,257395.71940738196,8784,1.0
6783,257365.88351054204,8784,1.0
4437,257203.24655472062,8784,1.0
3940,257178.77180759533,8784,1.0
3687,257082.66645065573,8784,1.0
9425,257056.09278738964,8784,1.0
2600,257014.21200492678,8784,1.0
9793,256914.84530037444,8784,1.0
6637,256886.98610960064,8784,1.0
7037,256793.3026832151,8784,1.0
6883,256728.66891145476,8784,1.0
2950,256656.75206293285,8784,1.0
9824,256591.63825826676,8784,1.0
7959,256459.84939271692,8784,1.0
6982,256328.3000546186,8784,1.0
6983,256328.3000546186,8784,1.0
7083,256328.3000546186,8784,1.0
3163,256166.56747793904,8784,1.0
1397,255991.78228019326,8784,1.0
7917,255978.14137300692,8784,1.0
8749,255916.72519638468,8784,1.0
4918,255886.4262227156,8784,1.0
3688,255645.57466332958,8784,1.0
1264,255486.2169839539,8784,1.0
7602,255467.5061155886,8784,1.0
4036,255460.33632113942,8784,1.0
7732,255356.39159811515,8784,1.0
3050,255073.93342351218,8784,1.0
3788,254828.35208316895,8784,1.0
8914,254612.3233579634,8784,1.0
6727,254449.79704060877,8784,1.0
9141,254400.48745928993,8784,1.0
3889,254111.57496672703,8784,1.0
5539,254106.049263189,8784,1.0
8455,254075.11385730773,8784,1.0
7877,253917.46674029576,8784,1.0
2455,253876.55472048963,8784,1.0
7231,253833.40171523162,8784,1.0
5689,253653.26145506385,8784,1.0
9140,253625.985666515,8784,1.0
6182,253516.18867912714,8784,1.0
4383,253451.54087781848,8784,1.0
4734,253410.6591470692,8784,1.0
8848,253340.85140829545,8784,1.0
8524,253307.0934099081,8784,1.0
9427,253209.38163778052,8784,1.0
5884,253185.5687813388,8784,1.0
6281,252982.34676700848,8784,1.0
2850,252876.61087794806,8784,1.0
1746,252867.34518193567,8784,1.0
6138,252859.30690147757,8784,1.0
6283,252713.02840160872,8784,1.0
7676,252704.64641779553,8784,1.0
6382,252668.51896941822,8784,1.0
9106,252583.46009003627,8784,1.0
3942,252408.54331977,8784,1.0
9005,252373.79218837013,8784,1.0
7481,252367.27757859268,8784,1.0
5894,252182.0188042643,8784,1.0
5590,252149.33470910043,8784,1.0
6140,252127.1956535385,8784,1.0
7733,252096.54261234915,8784,1.0
5290,252075.75791756957,8784,1.0
6400,252000.47349865822,8784,1.0
9426,251929.2801774811,8784,1.0
6540,251908.09671065758,8784,1.0
2864,251718.52275231897,8784,1.0
3888,251680.8581582382,8784,1.0
3417,251619.83537889182,8784,1.0
351,251531.38815420354,8784,1.0
5297,251443.87595075075,8784,1.0
5882,251348.4660039962,8784,1.0
6139,251185.50991565225,8784,1.0
6239,251185.50991565225,8784,1.0
6240,251185.50991565225,8784,1.0
4720,251145.39666452317,8784,1.0
1586,251107.06768142895,8784,1.0
149,251106.46118340353,8784,1.0
3267,250996.23883314387,8784,1.0
746,250992.1421036822,8784,1.0
7312,250862.7868875774,8784,1.0
2236,250752.26553227496,8784,1.0
2696,250745.22431830506,8784,1.0
9441,250618.5408512393,8784,1.0
7618,250590.9505286736,8784,1.0
3597,250580.0750289372,8784,1.0
8119,250455.5772494665,8784,1.0
6183,250413.69171940937,8784,1.0
1588,250307.42753414428,8784,1.0
5695,250245.44380376776,8784,1.0
7819,250239.25437492505,8784,1.0
8583,250234.90547418382,8784,1.0
3166,250231.11069770576,8784,1.0
7780,250104.25231711208,8784,1.0
8234,249971.65830486608,8784,1.0
5883,249834.23183336723,8784,1.0
3490,249817.39126455426,8784,1.0
7507,249732.4926931447,8784,1.0
8531,249627.6227143761,8784,1.0
7918,249625.6990748942,8784,1.0
9240,249619.62710382306,8784,1.0
5687,249510.33525786747,8784,1.0
963,249483.63793629967,8784,1.0
3587,249056.0687447166,8784,1.0
5517,248895.3405344792,8784,1.0
4985,248800.62894152518,8784,1.0
5528,248765.96139891172,8784,1.0
8906,248706.0621683097,8784,1.0
2593,248603.59146304842,8784,1.0
4419,248535.29083731506,8784,1.0
3917,248438.31699420713,8784,1.0
6282,248436.29818581403,8784,1.0
7137,248346.83687331298,8784,1.0
3594,248287.31218283423,8784,1.0
9819,248270.1251390435,8784,1.0
1751,248142.20511635166,8784,1.0
2967,248114.30702437254,8784,1.0
450,247939.0887258354,8784,1.0
6102,247913.21663460732,8784,1.0
9422,247888.77201504778,8784,1.0
9228,247877.21512782996,8784,1.0
9064,247858.5338739208,8784,1.0
2681,247848.93375057756,8784,1.0
4023,247771.8212315866,8784,1.0
1356,247663.7444153337,8784,1.0
8983,247638.18654747328,8784,1.0
9131,247508.399990043,8784,1.0
9245,247299.60524896203,8784,1.0
7421,247163.36614539335,8784,1.0
5901,247023.01614014193,8784,1.0
8707,246936.87031070716,8784,1.0
9892,246736.00715429487,8784,1.0
5690,246721.18574085343,8784,1.0
9132,246544.568300449,8784,1.0
9133,246544.568300449,8784,1.0
9231,246544.568300449,8784,1.0
9232,246544.568300449,8784,1.0
7382,246389.62455816774,8784,1.0
7720,246366.42708065937,8784,1.0
1456,246357.1043846667,8784,1.0
2294,246341.1273828352,8784,1.0
6241,246080.5577373863,8784,1.0
3841,245973.77070236247,8784,1.0
2744,245972.684301342,8784,1.0
4730,245802.4195408538,8784,1.0
7297,245718.9683658357,8784,1.0
9692,245713.9094399537,8784,1.0
9628,244996.07962568675,8784,1.0
5692,244965.56318901706,8784,1.0
5136,244946.43192253425,8784,1.0
2382,244750.65506841632,8784,1.0
9528,244736.70873317693,8784,1.0
8624,244626.53736263825,8784,1.0
7695,244557.78750410586,8784,1.0
1340,244552.60222223532,8784,1.0
1846,244515.24267886125,8784,1.0
660,244442.67240703985,8784,1.0
2759,244441.34466545485,8784,1.0
2393,244422.3669180635,8784,1.0
5036,244288.83255095108,8784,1.0
5037,244288.83255095108,8784,1.0
5137,244288.83255095108,8784,1.0
5994,244269.25598337888,8784,1.0
3939,244140.13568600616,8784,1.0
6644,244133.42113865394,8784,1.0
5117,243838.11943368873,8784,1.0
8203,243823.01226551406,8784,1.0
6083,243726.54740171818,8784,1.0
7313,243720.5173322113,8784,1.0
6002,243714.67342042713,8784,1.0
9028,243661.67013308473,8784,1.0
6039,243629.66557107383,8784,1.0
7603,243563.95011088846,8784,1.0
9233,243535.58297287163,8784,1.0
659,243414.01345239018,8784,1.0
5336,243413.86533246475,8784,1.0
9128,243308.8409249095,8784,1.0
3069,243006.05539931648,8784,1.0
8118,242972.68228036744,8784,1.0
8024,242915.2116655699,8784,1.0
8928,242898.6873606603,8784,1.0
5291,242890.6717240843,8784,1.0
745,242849.3468791913,8784,1.0
7604,242778.8341479227,8784,1.0
8710,242667.56658343298,8784,1.0
1544,242597.970147391,8784,1.0
2181,242586.42082807826,8784,1.0
8047,242409.8465039947,8784,1.0
6925,242354.48610153038,8784,1.0
8335,242331.8605539959,8784,1.0
5390,242294.9007406707,8784,1.0
5391,242294.9007406707,8784,1.0
5392,242294.9007406707,8784,1.0
5490,242294.9007406707,8784,1.0
